Code;Data;Empresa;Membro;Ativo;Qnt. Inicial;Qnt. Final;Saldo
11070;jul/22;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Controlador;Ações;14.597.620;14.597.620;0
25143;jul/22;PACAEMBU CONSTRUTORA S.A.;Conselho Administração;BônusdeSubscrição;14.321.649;14.321.649;0
20338;jul/22;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Conselho Administração;Ações;14.311.305;14.311.305;0
15253;jul/22;ENERGISA S.A.;Controlador;Units;14.147.700;14.147.700;0
25208;jul/22;TRACK & FIELD CO S.A.;Controlador;Ações;14.106.660;14.106.660;0
24600;jul/22;BANCO BMG S/A;Controlador;Ações;13.858.155;13.858.155;0
9067;jul/22;SUZANO HOLDING S.A.;Direto;Ações;13.599.939;13.599.939;0
25259;jul/22;ENJOEI S.A.;Direto;Ações;13.395.384;13.395.384;0
21881;jul/22;FLEURY S.A.;Conselho Administração;Ações;13.108.556;13.108.556;0
22608;jul/22;EMPREENDIMENTOS PAGUE MENOS S.A.;Direto;Ações;13.018.091;13.018.091;0
5207;jul/22;DOHLER S.A.;Direto;Ações;12.983.437;12.983.437;0
14320;jul/22;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Controlador;Ações;12.949.172;12.949.172;0
21199;jul/22;BCO PAN S.A.;Conselho Administração;Ações;12.827.844;12.827.844;0
25534;jul/22;Oceanpact Serviços Maritimos S.A.;Direto;Ações;12.370.308;12.370.308;0
9067;jul/22;SUZANO HOLDING S.A.;Direto;Ações;12.368.721;12.368.721;0
23264;jul/22;AMBEV S.A.;Conselho Administração;Ações;12.194.947;12.194.947;0
22799;jul/22;SINQIA S.A.;Conselho Administração;Ações;12.175.113;12.175.113;0
25950;jul/22;Três Tentos Agroindustrial S/A;Direto;Ações;12.113.173;12.113.173;0
20575;jul/22;JBS S.A.;Direto;Ações;11.810.776;11.810.776;0
24660;jul/22;BBM Logística S.A.;Conselho Administração;Ações;11.685.287;11.685.287;0
26379;jul/22;MADERO INDÚSTRIA E COMÉRCIO S.A.;Conselho Administração;Ações;11.482.150;11.482.150;0
25658;jul/22;Agrogalaxy Participações S.A.;Conselho Administração;Ações;11.368.006;11.368.006;0
22357;jul/22;Aliansce Sonae Shopping Centers S.A.;Conselho Administração;Ações;10.771.401;10.771.401;0
14869;jul/22;CIA ENERGETICA DO CEARA - COELCE;Controlador;Ações;10.588.006;10.588.006;0
25712;jul/22;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Direto;Ações;10.375.807;10.375.807;0
21091;jul/22;ITAÚSA S.A.;Conselho Administração;Ações;9.840.829;9.840.829;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Controlador;Ações;9.672.715;9.672.715;0
1171;jul/22;BCO ESTADO DO PARA S.A.;Controlador;Ações;9.519.433;9.519.433;0
3204;jul/22;CIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T;Controlador;Ações;9.476.391;9.476.391;0
2461;jul/22;CENTRAIS ELET DE SANTA CATARINA S.A.;Controlador;Ações;9.229.460;9.229.460;0
9954;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Controlador;Ações;9.229.333;9.229.333;0
4707;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Controlador;Ações;9.229.333;9.229.333;0
1384;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Controlador;Ações;9.229.333;9.229.333;0
22985;jul/22;NORTEC QUÍMICA S.A.;Controlador;Ações;9.145.593;9.145.593;0
26417;jul/22;OLIVEIRA TRUST S.A.;Direto;Ações;9.009.673;9.009.673;0
25887;jul/22;GetNinjas S.A.;Conselho Administração;Ações;8.895.752;8.895.752;0
25690;jul/22;HOSPITAL MATER DEI S.A.;Conselho Administração;Ações;8.835.812;8.835.812;0
10561;jul/22;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Controlador;Ações;8.716.274;8.716.274;0
25003;jul/22;SIMPAR S.A.;Controlador;Ações;8.693.422;8.693.422;0
10561;jul/22;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Controlador;Ações;8.573.184;8.573.184;0
26816;jul/22;Qestra Tecnologia Administração E Participações S.A.;Direto;Ações;8.307.000;8.307.000;0
1325;jul/22;BCO MERCANTIL DO BRASIL S.A.;Controlador;Ações;8.116.320;8.116.320;0
26379;jul/22;MADERO INDÚSTRIA E COMÉRCIO S.A.;Direto;Ações;8.037.500;8.037.500;0
8893;jul/22;MONTEIRO ARANHA S.A.;Conselho Administração;Ações;7.838.785;7.838.785;0
24112;jul/22;AZUL S.A.;Controlador;Ações;7.329.683;7.329.683;0
24821;jul/22;Rede D?Or São Luiz S.A.;Direto;Ações;7.308.300;7.308.300;0
26255;jul/22;Tigre S.A. Participações;Controlador;Ações;7.289.284;7.289.284;0
9954;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;7.088.536;7.088.536;0
3891;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;7.088.536;7.088.536;0
1384;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;7.088.536;7.088.536;0
8540;jul/22;BCO MERCANTIL DO BRASIL S.A.;Direto;Ações;6.863.130;6.863.130;0
5207;jul/22;DOHLER S.A.;Conselho Administração;Ações;6.825.674;6.825.674;0
1309;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Administração;Ações;6.684.730;6.684.730;0
18589;jul/22;INVESTCO S.A.;Controlador;Ações;6.684.487;6.684.487;0
20010;jul/22;EQUATORIAL ENERGIA S.A.;Direto;Ações;6.672.691;6.672.691;0
25330;jul/22;ALLIED TECNOLOGIA S.A.;Conselho Administração;Ações;6.603.983;6.603.983;0
22020;jul/22;JSL S.A.;Direto;Ações;6.592.164;6.592.164;0
25038;jul/22;Lojas Quero Quero S.A.;Conselho Administração;Ações;6.585.216;6.585.216;0
25569;jul/22;ELETROMIDIA S.A.;Conselho Administração;Ações;6.440.002;6.440.002;0
20648;jul/22;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Controlador;Ações;6.380.821;6.380.821;0
18309;jul/22;EQUATORIAL ENERGIA S.A.;Conselho Administração;Ações;6.349.057;6.349.057;0
25283;jul/22;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Conselho Administração;Ações;6.327.888;6.327.888;0
16608;jul/22;EQUATORIAL ENERGIA S.A.;Conselho Administração;Ações;6.185.092;6.185.092;0
24996;jul/22;DIRECIONAL ENGENHARIA S.A.;Conselho Administração;Ações;6.114.930;6.114.930;0
26280;jul/22;COMERC PARTICIPAÇÕES S.A.;Direto;Ações;6.048.268;6.048.268;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Controlador;Ações;5.806.814;5.806.814;0
20877;jul/22;HELBOR EMPREENDIMENTOS S.A.;Conselho Administração;Ações;5.659.830;5.659.830;0
20257;jul/22;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Controlador;Ações;5.646.184;5.646.184;0
22675;jul/22;HIDROVIAS DO BRASIL S.A.;Conselho Administração;COMPRADE;5.642.961;5.642.961;0
6173;jul/22;TAURUS ARMAS S.A.;Controlador;Ações;5.380.229;5.380.229;0
9954;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;5.325.324;5.325.324;0
3891;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;5.325.324;5.325.324;0
1384;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;5.325.324;5.325.324;0
9067;jul/22;SUZANO HOLDING S.A.;Direto;Ações;5.312.663;5.312.663;0
18376;jul/22;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Controlador;Ações;5.144.528;5.144.528;0
25461;jul/22;Mobly S.A.;Conselho Administração;Ações;5.042.278;5.042.278;0
6173;jul/22;TAURUS ARMAS S.A.;Conselho Administração;BônusdeSubscrição;5.010.329;5.010.329;0
15300;jul/22;RUMO MALHA NORTE S.A.;Controlador;Ações;4.888.287;4.888.287;0
17892;jul/22;SANTOS BRASIL PARTICIPACOES S.A.;Direto;Ações;4.757.758;4.757.758;0
5770;jul/22;EUCATEX S.A. INDUSTRIA E COMERCIO;Controlador;Ações;4.751.007;4.751.007;0
7617;jul/22;ITAÚSA S.A.;Conselho Administração;Ações;4.637.272;4.637.272;0
19623;jul/22;DIAGNOSTICOS DA AMERICA S.A.;Conselho Administração;Ações;4.473.881;4.473.881;0
24457;jul/22;EQUATORIAL ENERGIA S.A.;Conselho Administração;Ações;4.393.509;4.393.509;0
24481;jul/22;EQUATORIAL ENERGIA S.A.;Conselho Administração;Ações;4.393.509;4.393.509;0
8540;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal;Ações;4.306.100;4.306.100;0
1325;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal;Ações;4.301.300;4.301.300;0
25917;jul/22;COSAN S.A.;Conselho Administração;Outros;4.140.850;4.140.850;0
4685;jul/22;CONPEL CIA NORDESTINA PAPEL - Em Recuperação Judicial;Conselho Administração;Ações;4.113.673;4.113.673;0
26247;jul/22;WILSON SONS HOLDINGS BRASIL S.A.;Conselho Administração;Ações;4.087.560;4.087.560;0
20060;jul/22;LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;4.048.195;4.048.195;0
20524;jul/22;EVEN CONSTRUTORA E INCORPORADORA S.A.;Conselho Administração;Ações;4.047.583;4.047.583;0
1309;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Controlador;Ações;4.031.471;4.031.471;0
13986;jul/22;SUZANO S.A.;Direto;Ações;4.006.225;4.006.225;0
26557;jul/22;Datora Participações e Serviços S.A.;Direto;Ações;3.987.405;3.987.405;0
4693;jul/22;CONSERVAS ODERICH S.A.;Direto;Ações;3.953.750;3.953.750;0
8133;jul/22;LOJAS RENNER S.A.;Conselho Administração;Ações;3.949.969;3.949.969;0
26409;jul/22;Vero S.A.;Conselho Administração;Ações;3.842.415;3.842.415;0
25011;jul/22;Grupo de Moda Soma S.A.;Conselho Administração;Ações;3.825.042;3.825.042;0
22349;jul/22;AREZZO INDÚSTRIA E COMÉRCIO S.A.;Conselho Administração;Ações;3.799.034;3.799.034;0
3190;jul/22;ENERGISA S.A.;Controlador;Ações;3.789.343;3.789.343;0
19623;jul/22;DIAGNOSTICOS DA AMERICA S.A.;Conselho Administração;Ações;3.771.695;3.771.695;0
18589;jul/22;INVESTCO S.A.;Controlador;Ações;3.764.056;3.764.056;0
25682;jul/22;CM Hospitalar S.A;Direto;Ações;3.692.320;3.692.320;0
18465;jul/22;ULTRAPAR PARTICIPACOES S.A.;Direto;Ações;3.643.462;3.643.462;0
17973;jul/22;COGNA EDUCAÇÃO S.A.;Direto;Ações;3.605.662;3.605.662;0
26077;jul/22;TC TRADERS CLUB S.A.;Conselho Administração;Ações;3.368.476;3.368.476;0
24546;jul/22;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;Controlador;Ações;3.355.031;3.355.031;0
24350;jul/22;FLEX GESTÃO DE RELACIONAMENTOS S.A.;Controlador;Ações;3.248.533;3.248.533;0
5410;jul/22;WEG S.A.;Conselho Fiscal;Ações;3.242.552;3.242.552;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;E;3.166.847;3.166.847;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;E;3.166.847;3.166.847;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;E;3.166.847;3.166.847;0
6505;jul/22;VIA S.A.;Direto;Ações;3.154.500;3.154.500;0
19305;jul/22;BIOMM S.A.;Conselho Administração;Ações;3.080.506;3.080.506;0
26603;jul/22;Rede D?Or São Luiz S.A.;Conselho Administração;Ações;2.953.500;2.953.500;0
7617;jul/22;ITAU UNIBANCO HOLDING S.A.;Controlador;Ações;2.950.209;2.950.209;0
25003;jul/22;SIMPAR S.A.;Conselho Administração;Ações;2.894.684;2.894.684;0
5207;jul/22;DOHLER S.A.;Direto;Ações;2.888.794;2.888.794;0
13366;jul/22;HAGA S.A. INDUSTRIA E COMERCIO;Controlador;Ações;2.884.230;2.884.230;0
25160;jul/22;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Controlador;Derivativos;2.882.400;2.882.400;0
18724;jul/22;BRADESPAR S.A.;Controlador;Ações;2.865.525;2.865.525;0
25119;jul/22;EVEN CONSTRUTORA E INCORPORADORA S.A.;Controlador;Ações;2.829.461;2.829.461;0
25500;jul/22;BEMOBI MOBILE TECH S.A.;Direto;Ações;2.826.473;2.826.473;0
25453;jul/22;Intelbras S.A.;Direto;Ações;2.822.973;2.822.973;0
19909;jul/22;BR MALLS PARTICIPACOES S.A.;Direto;Ações;2.798.955;2.798.955;0
20931;jul/22;MINERVA S.A.;Direto;Ações;2.797.104;2.797.104;0
25917;jul/22;RAÍZEN S.A.;Conselho Administração;OpçãodeCompra;2.700.000;2.700.000;0
19836;jul/22;RAÍZEN S.A.;Controlador;OpçãodeCompra;2.700.000;2.700.000;0
8540;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Administração;Ações;2.681.960;2.681.960;0
22357;jul/22;Aliansce Sonae Shopping Centers S.A.;Direto;Ações;2.661.404;2.661.404;0
21091;jul/22;DEXCO S.A.;Direto;Ações;2.604.177;2.604.177;0
25569;jul/22;ELETROMIDIA S.A.;Direto;Ações;2.527.160;2.527.160;0
25461;jul/22;Mobly S.A.;Direto;Ações;2.521.139;2.521.139;0
7617;jul/22;ITAU UNIBANCO HOLDING S.A.;Conselho Administração;Ações;2.505.115;2.505.115;0
5258;jul/22;RAIA DROGASIL S.A.;Controlador;RADLF234;2.500.000;2.500.000;0
5258;jul/22;RAIA DROGASIL S.A.;Controlador;RADLT227;2.500.000;2.500.000;0
17450;jul/22;RUMO S.A.;Conselho Administração;Ações;2.380.485;2.380.485;0
23264;jul/22;AMBEV S.A.;Direto;Ações;2.328.292;2.328.292;0
8451;jul/22;MARCOPOLO S.A.;Direto;Ações;2.229.981;2.229.981;0
24953;jul/22;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;Direto;BASEADAEM;2.227.750;2.227.750;0
25003;jul/22;SIMPAR S.A.;Direto;Ações;2.222.191;2.222.191;0
20613;jul/22;METALFRIO SOLUTIONS S.A.;Conselho Administração;Ações;2.211.393;2.211.393;0
20370;jul/22;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Conselho Administração;OpçãodeCompra;2.200.000;2.200.000;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;2.176.896;2.176.896;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;2.176.896;2.176.896;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;2.176.896;2.176.896;0
25089;jul/22;Pet Center Comércio e Participações S.A.;Direto;Ações;2.169.212;2.169.212;0
24953;jul/22;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;Conselho Administração;Ações;2.155.154;2.155.154;0
4081;jul/22;CIA TECIDOS SANTANENSE;Conselho Administração;Ações;2.145.988;2.145.988;0
25291;jul/22;3R PETROLEUM ÓLEO E GÁS S.A;Direto;Ações;2.139.215;2.139.215;0
4170;jul/22;VALE S.A.;Direto;Ações;2.119.192;2.119.192;0
23574;jul/22;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Direto;Ações;2.096.800;2.096.800;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Controlador;Ações;2.075.901;2.075.901;0
13765;jul/22;MINUPAR PARTICIPACOES S.A.;Conselho Administração;Ações;2.073.838;2.073.838;0
8397;jul/22;MANGELS INDUSTRIAL S.A.;Controlador;Ações;2.065.672;2.065.672;0
8192;jul/22;TREVISA INVESTIMENTOS S.A.;Órgãos Técnicos ou Consultivos;Ações;2.041.200;2.041.200;0
21199;jul/22;BCO PAN S.A.;Controlador;MOSAICO;2.020.000;2.020.000;0
20028;jul/22;VALID SOLUÇÕES S.A.;Conselho Administração;Ações;2.000.096;2.000.096;0
18309;jul/22;EQUATORIAL ENERGIA S.A.;Direto;Ações;1.998.135;1.998.135;0
6211;jul/22;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Conselho Administração;Ações;1.963.088;1.963.088;0
9954;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Controlador;Ações;1.956.962;1.956.962;0
4707;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Controlador;Ações;1.956.962;1.956.962;0
1384;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Controlador;Ações;1.956.962;1.956.962;0
22470;jul/22;MAGAZINE LUIZA S.A.;Conselho Administração;Ações;1.949.855;1.949.855;0
25836;jul/22;Dotz S.A.;Conselho Administração;Ações;1.924.580;1.924.580;0
20958;jul/22;BCO ABC BRASIL S.A.;Conselho Administração;Ações;1.836.462;1.836.462;0
4693;jul/22;CONSERVAS ODERICH S.A.;Conselho Administração;Ações;1.808.896;1.808.896;0
9954;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;1.768.176;1.768.176;0
3891;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;1.768.176;1.768.176;0
1384;jul/22;ALFA HOLDINGS S.A.;Controlador;Ações;1.768.176;1.768.176;0
25038;jul/22;Lojas Quero Quero S.A.;Direto;Ações;1.737.624;1.737.624;0
19992;jul/22;TOTVS S.A.;Direto;Ações;1.736.811;1.736.811;0
16608;jul/22;EQUATORIAL ENERGIA S.A.;Direto;Ações;1.708.525;1.708.525;0
21490;jul/22;ALUPAR INVESTIMENTO S/A;Controlador;Ações;1.676.184;1.676.184;0
22675;jul/22;HIDROVIAS DO BRASIL S.A.;Direto;COMPRADE;1.673.494;1.673.494;0
25275;jul/22;ALPHAVILLE S.A.;Controlador;BônusdeSubscrição;1.667.790;1.667.790;0
5258;jul/22;RAIA DROGASIL S.A.;Controlador;RADLX240;1.665.500;1.665.500;0
25780;jul/22;PETRORECÔNCAVO S.A.;Direto;Ações;1.631.098;1.631.098;0
22187;jul/22;PETRO RIO S.A.;Direto;Ações;1.616.300;1.616.300;0
8753;jul/22;METISA METALURGICA TIMBOENSE S.A.;Conselho Administração;Ações;1.611.025;1.611.025;0
19348;jul/22;ITAU UNIBANCO HOLDING S.A.;Órgãos Técnicos ou Consultivos;Ações;1.610.713;1.610.713;0
80209;jul/22;NU HOLDINGS LTD.;Direto;BDRPatrocinados;1.600.000;1.600.000;0
13781;jul/22;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Conselho Administração;Ações;1.563.586;1.563.586;0
21342;jul/22;OSX BRASIL S.A.;Controlador;Ações;1.555.872;1.555.872;0
20010;jul/22;EQUATORIAL ENERGIA S.A.;Conselho Administração;Ações;1.550.000;1.550.000;0
26166;jul/22;GRUPO FARTURA DE HORTIFRUT S.A.;Controlador;Ações;1.526.322;1.526.322;0
19836;jul/22;COSAN S.A.;Conselho Administração;Ações;1.503.596;1.503.596;0
21350;jul/22;DIRECIONAL ENGENHARIA S.A.;Conselho Administração;Ações;1.492.655;1.492.655;0
24015;jul/22;BCO BRADESCO S.A.;Conselho Administração;Ações;1.458.230;1.458.230;0
19640;jul/22;BCO BRADESCO S.A.;Conselho Administração;Ações;1.458.230;1.458.230;0
19925;jul/22;BR PROPERTIES S.A.;Direto;Ações;1.431.056;1.431.056;0
906;jul/22;BCO BRADESCO S.A.;Direto;Ações;1.428.928;1.428.928;0
23574;jul/22;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho Administração;Derivativos;1.389.000;1.389.000;0
13781;jul/22;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Direto;Ações;1.372.535;1.372.535;0
20125;jul/22;ODONTOPREV S.A.;Direto;Ações;1.352.599;1.352.599;0
24317;jul/22;ZAMP SA;Direto;Ações;1.302.011;1.302.011;0
24015;jul/22;BCO BRADESCO S.A.;Controlador;Ações;1.292.135;1.292.135;0
15636;jul/22;COSAN S.A.;Conselho Administração;Ações;1.284.412;1.284.412;0
24872;jul/22;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Controlador;Ações;1.281.054;1.281.054;0
23310;jul/22;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Direto;Ações;1.261.224;1.261.224;0
14214;jul/22;ITAU UNIBANCO HOLDING S.A.;Direto;Ações;1.257.321;1.257.321;0
26247;jul/22;WILSON SONS HOLDINGS BRASIL S.A.;Direto;Ações;1.252.086;1.252.086;0
10561;jul/22;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Controlador;Ações;1.251.052;1.251.052;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Controlador;Ações;1.247.339;1.247.339;0
18724;jul/22;BRADESPAR S.A.;Conselho Administração;Ações;1.225.629;1.225.629;0
24112;jul/22;AZUL S.A.;Direto;OpçõesdePlanodeRemuneração;1.222.677;1.222.677;0
25127;jul/22;COSAN S.A.;Conselho Administração;Ações;1.173.557;1.173.557;0
7544;jul/22;TEXTIL RENAUXVIEW S.A.;Conselho Administração;Ações;1.148.525;1.148.525;0
22497;jul/22;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Direto;Ações;1.137.438;1.137.438;0
25003;jul/22;JSL S.A.;Controlador;Ações;1.134.343;1.134.343;0
16527;jul/22;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Controlador;Ações;1.125.427;1.125.427;0
9954;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Controlador;Ações;1.100.600;1.100.600;0
3891;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Controlador;Ações;1.100.600;1.100.600;0
4707;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Controlador;Ações;1.100.600;1.100.600;0
4685;jul/22;CONPEL CIA NORDESTINA PAPEL - Em Recuperação Judicial;Conselho Administração;Ações;1.099.450;1.099.450;0
25933;jul/22;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Direto;Ações;1.056.000;1.056.000;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;1.055.265;1.055.265;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;1.055.265;1.055.265;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;1.055.265;1.055.265;0
25330;jul/22;ALLIED TECNOLOGIA S.A.;Direto;Ações;1.054.320;1.054.320;0
26077;jul/22;TC TRADERS CLUB S.A.;Direto;Ações;1.051.391;1.051.391;0
7544;jul/22;TEXTIL RENAUXVIEW S.A.;Conselho Administração;Ações;1.048.830;1.048.830;0
26425;jul/22;Aço Verde do Brasil S.A;Controlador;Ações;1.031.745;1.031.745;0
80020;jul/22;GP INVESTMENTS, LTD.;Direto;Ações;1.022.524;1.022.524;0
14460;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Conselho Administração;Ações;1.019.122;1.019.122;0
24481;jul/22;EQUATORIAL ENERGIA S.A.;Direto;Ações;1.009.134;1.009.134;0
24457;jul/22;EQUATORIAL ENERGIA S.A.;Direto;Ações;1.005.134;1.005.134;0
24058;jul/22;CENTRO DE IMAGEM DIAGNOSTICOS S.A.;Conselho Administração;Ações;999.354;999.354;0
22020;jul/22;JSL S.A.;Conselho Administração;Ações;995.723;995.723;0
20931;jul/22;MINERVA S.A.;Conselho Administração;Ações;988.641;988.641;0
8397;jul/22;MANGELS INDUSTRIAL S.A.;Conselho Administração;Ações;985.104;985.104;0
8192;jul/22;TREVISA INVESTIMENTOS S.A.;Órgãos Técnicos ou Consultivos;Ações;978.000;978.000;0
4146;jul/22;KARSTEN S.A.;Conselho Administração;Ações;957.720;957.720;0
21431;jul/22;HYPERA S.A.;Conselho Administração;Ações;948.200;948.200;0
21148;jul/22;CONSTRUTORA TENDA S.A.;Direto;Ações;946.913;946.913;0
21938;jul/22;ENERGISA S.A.;Controlador;Ações;918.160;918.160;0
6173;jul/22;TAURUS ARMAS S.A.;Conselho Administração;Ações;904.400;904.400;0
80187;jul/22;AURA MINERALS INC.;Direto;Ações;892.324;892.324;0
26590;jul/22;AURA MINERALS INC.;Conselho Administração;Ações;892.324;892.324;0
4146;jul/22;KARSTEN S.A.;Conselho Administração;Ações;890.639;890.639;0
19569;jul/22;GOL LINHAS AEREAS INTELIGENTES S.A.;Direto;Ações;874.895;874.895;0
22586;jul/22;MLOG S.A.;Conselho Administração;Ações;872.340;872.340;0
22780;jul/22;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Conselho Administração;Ações;832.200;832.200;0
21121;jul/22;SUL AMERICA S.A.;Conselho Administração;2AMBASESTURAIS;826.347;826.347;0
22012;jul/22;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Direto;Ações;823.665;823.665;0
25569;jul/22;ELETROMIDIA S.A.;Direto;OpçãodeCompra;822.250;822.250;0
3271;jul/22;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A;Controlador;Ações;818.607;818.607;0
5312;jul/22;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Direto;Ações;812.149;812.149;0
1325;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal;Ações;802.500;802.500;0
8540;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal;Ações;802.500;802.500;0
23302;jul/22;QUALITY SOFTWARE S.A.;Conselho Administração;Ações;800.865;800.865;0
26000;jul/22;Terra Santa Propriedades Agrícolas S.A.;Direto;Ações;786.427;786.427;0
24015;jul/22;BCO BRADESCO S.A.;Conselho Administração;Ações;778.807;778.807;0
19640;jul/22;BCO BRADESCO S.A.;Conselho Administração;Ações;778.807;778.807;0
16306;jul/22;ROSSI RESIDENCIAL S.A.;Conselho Administração;Ações;766.317;766.317;0
19658;jul/22;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;Controlador;Ações;760.000;760.000;0
19569;jul/22;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho Administração;Ações;758.685;758.685;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Controlador;Ações;751.479;751.479;0
11312;jul/22;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;750.002;750.002;0
24058;jul/22;CENTRO DE IMAGEM DIAGNOSTICOS S.A.;Órgãos Técnicos ou Consultivos;Ações;743.477;743.477;0
21067;jul/22;MOURA DUBEUX ENGENHARIA S/A;Direto;Ações;735.975;735.975;0
20788;jul/22;MARFRIG GLOBAL FOODS S.A.;Conselho Fiscal;Ações;731.927;731.927;0
7544;jul/22;TEXTIL RENAUXVIEW S.A.;Conselho Fiscal;Ações;700.000;700.000;0
26204;jul/22;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Conselho Administração;Ações;695.987;695.987;0
24953;jul/22;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;Conselho Administração;BASEADAEM;695.849;695.849;0
24783;jul/22;Natura &Co Holding S.A.;Conselho Administração;Outros;667.392;667.392;0
20370;jul/22;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Direto;OpçãodeCompra;659.022;659.022;0
21881;jul/22;FLEURY S.A.;Direto;Ações;658.708;658.708;0
17671;jul/22;TELEFÓNICA, S.A.;Conselho Administração;Ações;652.414;652.414;0
11312;jul/22;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Direto;Ações;649.888;649.888;0
