Code;Data;Empresa;Membro;Ativo;Qnt. Inicial;Qnt. Final;Saldo
25003;jul/22;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Conselho Administração;Outros;200;200;0
26603;jul/22;Rede D?Or São Luiz S.A.;Controlador;Ações;200;200;0
5576;jul/22;ENERGISA S.A.;Conselho Administração;Ações;200;200;0
1309;jul/22;BCO MERCANTIL DO BRASIL S.A.;Direto;Ações;200;200;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Fiscal;Ações;200;200;0
15636;jul/22;CIA GAS DE SAO PAULO - COMGAS;Conselho Fiscal;Ações;200;200;0
11312;jul/22;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal;Ações;188;188;0
20966;jul/22;CIA TECIDOS NORTE DE MINAS COTEMINAS;Controlador;Ações;172;172;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Direto;Ações;168;168;0
22357;jul/22;Aliansce Sonae Shopping Centers S.A.;Conselho Fiscal;Ações;153;153;0
13366;jul/22;HAGA S.A. INDUSTRIA E COMERCIO;Direto;Ações;150;150;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;137;137;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;127;127;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;127;127;0
20966;jul/22;CIA TECIDOS NORTE DE MINAS COTEMINAS;Direto;Ações;122;122;0
1384;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;110;110;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Direto;Ações;108;108;0
21091;jul/22;ITAÚSA S.A.;Direto;Ações;105;105;0
25917;jul/22;RAÍZEN S.A.;Direto;Outros;101;101;0
17949;jul/22;GERDAU S.A.;Direto;Ações;100;100;0
20800;jul/22;TEGMA GESTAO LOGISTICA S.A.;Conselho Fiscal;Ações;100;100;0
20036;jul/22;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Conselho Administração;Ações;100;100;0
9954;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;100;100;0
3891;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;100;100;0
3891;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Direto;Ações;100;100;0
3891;jul/22;ALFA HOLDINGS S.A.;Conselho Fiscal;Ações;100;100;0
3891;jul/22;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal;Ações;100;100;0
26832;jul/22;Anemus Wind Holding S.A.;Conselho Administração;Ações;100;100;0
4820;jul/22;BRASKEM S.A.;Conselho Fiscal;Ações;100;100;0
14443;jul/22;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Administração;Ações;100;100;0
5770;jul/22;EUCATEX S.A. INDUSTRIA E COMERCIO;Conselho Administração;Ações;100;100;0
20362;jul/22;POSITIVO TECNOLOGIA S.A.;Conselho Fiscal;Ações;100;100;0
4537;jul/22;GRAZZIOTIN S.A.;Conselho Fiscal;Ações;100;100;0
3069;jul/22;CIA FERRO LIGAS DA BAHIA - FERBASA;Conselho Administração;Ações;98;98;0
15741;jul/22;WTC AMAZONAS SUITE HOTEL S.A.;Direto;Ações;93;93;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Conselho Administração;Debêntures;84;84;0
9954;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;75;75;0
3891;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;75;75;0
1384;jul/22;ALFA HOLDINGS S.A.;Conselho Administração;Ações;75;75;0
1384;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Administração;Ações;66;66;0
20958;jul/22;BCO ABC BRASIL S.A.;Conselho Administração;Ações;60;60;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;59;59;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;59;59;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;59;59;0
8397;jul/22;MANGELS INDUSTRIAL S.A.;Controlador;Ações;55;55;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal;Ações;54;54;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Direto;Ações;49;49;0
16551;jul/22;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho Administração;Ações;41;41;0
18627;jul/22;CIA SANEAMENTO DO PARANA - SANEPAR;Direto;Ações;40;40;0
16608;jul/22;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Conselho Administração;Ações;39;39;0
9539;jul/22;PETTENATI S.A. INDUSTRIA TEXTIL;Conselho Administração;Ações;36;36;0
19569;jul/22;GOL LINHAS AEREAS INTELIGENTES S.A.;Órgãos Técnicos ou Consultivos;Ações;35;35;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Conselho Fiscal;Ações;32;32;0
20028;jul/22;VALID SOLUÇÕES S.A.;Órgãos Técnicos ou Consultivos;Ações;30;30;0
8397;jul/22;MANGELS INDUSTRIAL S.A.;Conselho Administração;Ações;24;24;0
2461;jul/22;CENTRAIS ELET DE SANTA CATARINA S.A.;Direto;Ações;22;22;0
20028;jul/22;VALID SOLUÇÕES S.A.;Conselho Fiscal;Ações;21;21;0
9539;jul/22;PETTENATI S.A. INDUSTRIA TEXTIL;Direto;Ações;16;16;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Órgãos Técnicos ou Consultivos;Ações;15;15;0
3050;jul/22;AMPLA ENERGIA E SERVICOS S.A.;Conselho Administração;Ações;14;14;0
14311;jul/22;CIA PARANAENSE DE ENERGIA - COPEL;Controlador;Units;14;14;0
8605;jul/22;METALGRAFICA IGUACU S.A.;Direto;Ações;14;14;0
4782;jul/22;MENDES JUNIOR ENGENHARIA S.A.;Conselho Fiscal;Ações;13;13;0
21636;jul/22;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Controlador;Units;12;12;0
21636;jul/22;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Units;12;12;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Direto;Ações;12;12;0
26140;jul/22;GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO;Conselho Administração;Units;11;11;0
26140;jul/22;GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO;Direto;Units;11;11;0
14206;jul/22;BRB BCO DE BRASILIA S.A.;Órgãos Técnicos ou Consultivos;Ações;10;10;0
12696;jul/22;SANSUY S.A. INDUSTRIA DE PLASTICOS;Conselho Fiscal;Ações;10;10;0
3891;jul/22;ALFA HOLDINGS S.A.;Direto;Ações;10;10;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Direto;Ações;10;10;0
1325;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Controlador;Ações;10;10;0
4146;jul/22;KARSTEN S.A.;Direto;Ações;10;10;0
2461;jul/22;CENTRAIS ELET DE SANTA CATARINA S.A.;Conselho Administração;Ações;10;10;0
13765;jul/22;MINUPAR PARTICIPACOES S.A.;Direto;Ações;10;10;0
18724;jul/22;BRADESPAR S.A.;Conselho Fiscal;Ações;9;9;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;9;9;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;9;9;0
21121;jul/22;SUL AMERICA S.A.;Controlador;Ações;9;9;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;Ações;9;9;0
14320;jul/22;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho Administração;Ações;8;8;0
15636;jul/22;COSAN S.A.;Conselho Fiscal;Ações;8;8;0
15741;jul/22;WTC AMAZONAS SUITE HOTEL S.A.;Conselho Administração;Ações;7;7;0
1228;jul/22;BCO NORDESTE DO BRASIL S.A.;Conselho Fiscal;Ações;7;7;0
18139;jul/22;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Conselho Administração;Ações;7;7;0
21008;jul/22;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Direto;Ações;7;7;0
1325;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Controlador;Ações;7;7;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Conselho Fiscal;Debêntures;6;6;0
1228;jul/22;BCO NORDESTE DO BRASIL S.A.;Conselho Administração;Ações;6;6;0
23930;jul/22;BRASILIANA PARTICIPAÇÕES S/A;Controlador;Ações;6;6;0
23159;jul/22;BCO BRASIL S.A.;Direto;Ações;6;6;0
21202;jul/22;VIX LOGÍSTICA S/A;Conselho Administração;Ações;6;6;0
7617;jul/22;DEXCO S.A.;Conselho Fiscal;Ações;6;6;0
11258;jul/22;TELEC BRASILEIRAS S.A. TELEBRAS;Conselho Fiscal;Ações;5;5;0
8575;jul/22;MAHLE-METAL LEVE S.A.;Conselho Administração;Ações;5;5;0
10472;jul/22;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;5;5;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Conselho Administração;Ações;5;5;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Conselho Administração;Ações;5;5;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Direto;Ações;4;4;0
4782;jul/22;MENDES JUNIOR ENGENHARIA S.A.;Conselho Fiscal;Ações;4;4;0
4081;jul/22;CIA TECIDOS SANTANENSE;Conselho Fiscal;Ações;4;4;0
1309;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Conselho Administração;Ações;4;4;0
1309;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Conselho Administração;Ações;4;4;0
9539;jul/22;PETTENATI S.A. INDUSTRIA TEXTIL;Conselho Fiscal;Ações;4;4;0
14869;jul/22;CIA ENERGETICA DO CEARA - COELCE;Conselho Administração;Ações;3;3;0
20966;jul/22;SPRINGS GLOBAL PARTICIPACOES S.A.;Conselho Administração;Ações;3;3;0
11215;jul/22;TECBLU TECELAGEM BLUMENAU S.A.;Conselho Administração;Ações;3;3;0
1325;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Conselho Administração;Ações;3;3;0
8540;jul/22;MERCANTIL BRASIL FINANC S.A. C.F.I.;Conselho Administração;Ações;3;3;0
14850;jul/22;HAUSCENTER SA;Conselho Administração;Ações;3;3;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Conselho Fiscal;Ações;3;3;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Órgãos Técnicos ou Consultivos;Ações;3;3;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Controlador;Ações;2;2;0
1228;jul/22;BCO NORDESTE DO BRASIL S.A.;Direto;Ações;2;2;0
20770;jul/22;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Conselho Administração;Ações;2;2;0
11215;jul/22;TECBLU TECELAGEM BLUMENAU S.A.;Controlador;Ações;2;2;0
1120;jul/22;BCO ESTADO DE SERGIPE S.A. - BANESE;Direto;Ações;2;2;0
4782;jul/22;MENDES JUNIOR ENGENHARIA S.A.;Conselho Administração;Ações;2;2;0
4081;jul/22;CIA TECIDOS SANTANENSE;Conselho Fiscal;Ações;2;2;0
1309;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Direto;Ações;2;2;0
20346;jul/22;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Conselho Administração;Ações;2;2;0
8036;jul/22;LIGHT SERVICOS DE ELETRICIDADE S.A.;Direto;Debêntures;2;2;0
10472;jul/22;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;2;2;0
18627;jul/22;CIA SANEAMENTO DO PARANA - SANEPAR;Conselho Administração;Units;2;2;0
11312;jul/22;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal;Ações;2;2;0
3298;jul/22;CIA HABITASUL DE PARTICIPACOES;Controlador;Ações;2;2;0
18589;jul/22;INVESTCO S.A.;Conselho Administração;Ações;1;1;0
18589;jul/22;INVESTCO S.A.;Direto;Ações;1;1;0
20800;jul/22;TEGMA GESTAO LOGISTICA S.A.;Conselho Administração;Ações;1;1;0
17892;jul/22;SANTOS BRASIL PARTICIPACOES S.A.;Conselho Fiscal;Ações;1;1;0
19330;jul/22;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Conselho Administração;Ações;1;1;0
14605;jul/22;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Administração;Ações;1;1;0
1171;jul/22;BCO ESTADO DO PARA S.A.;Direto;Ações;1;1;0
1171;jul/22;BCO ESTADO DO PARA S.A.;Órgãos Técnicos ou Consultivos;Ações;1;1;0
16608;jul/22;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Conselho Administração;Ações;1;1;0
19925;jul/22;BR PROPERTIES S.A.;Conselho Administração;Ações;1;1;0
20087;jul/22;EMBRAER S.A.;Conselho Fiscal;Ações;1;1;0
20966;jul/22;SPRINGS GLOBAL PARTICIPACOES S.A.;Direto;Ações;1;1;0
11215;jul/22;TECBLU TECELAGEM BLUMENAU S.A.;Direto;Ações;1;1;0
21636;jul/22;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal;Ações;1;1;0
26638;jul/22;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho Administração;Ações;1;1;0
3115;jul/22;CIA SEGUROS ALIANCA DA BAHIA;Direto;Ações;1;1;0
9954;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Administração;Ações;1;1;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;E;1;1;0
1325;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Direto;Ações;1;1;0
1325;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Direto;Ações;1;1;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;E;1;1;0
4707;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Administração;Ações;1;1;0
26565;jul/22;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho Administração;Ações;1;1;0
25127;jul/22;Compass Gás e Energia S.A.;Controlador;Ações;1;1;0
22985;jul/22;NORTEC QUÍMICA S.A.;Conselho Administração;Ações;1;1;0
11231;jul/22;TEKNO S.A. - INDUSTRIA E COMERCIO;Conselho Fiscal;Ações;1;1;0
26581;jul/22;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho Administração;Ações;1;1;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Administração;E;1;1;0
14460;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Conselho Fiscal;Ações;1;1;0
8753;jul/22;METISA METALURGICA TIMBOENSE S.A.;Conselho Fiscal;Ações;1;1;0
1210;jul/22;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Conselho Fiscal;Ações;1;1;0
26174;jul/22;AES Brasil Operações S.A.;Conselho Administração;Ações;0;0;0
26174;jul/22;AES Brasil Operações S.A.;Direto;Ações;0;0;0
26069;jul/22;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;Conselho Administração;Ações;0;0;0
26069;jul/22;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;Órgãos Técnicos ou Consultivos;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Controlador;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Controlador;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Controlador;Units;0;0;0
24406;jul/22;BANCO INTER S.A.;Conselho Administração;Units;0;0;0
24406;jul/22;BANCO INTER S.A.;Conselho Administração;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Conselho Administração;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Direto;Units;0;0;0
24406;jul/22;BANCO INTER S.A.;Direto;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Direto;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Direto;Outros;0;0;0
24406;jul/22;BANCO INTER S.A.;Conselho Fiscal;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Conselho Fiscal;Ações;0;0;0
24406;jul/22;BANCO INTER S.A.;Conselho Fiscal;Units;0;0;0
24406;jul/22;BANCO INTER S.A.;Conselho Fiscal;Units;0;0;0
20990;jul/22;AMERICANAS S.A.;Direto;RecibodeSubscrição;0;0;0
20990;jul/22;AMERICANAS S.A.;Conselho Fiscal;RecibodeSubscrição;0;0;0
15253;jul/22;ENERGISA S.A.;Direto;Units;0;0;0
15253;jul/22;ENERGISA S.A.;Direto;Ações;0;0;0
15253;jul/22;ENERGISA S.A.;Direto;Ações;0;0;0
17949;jul/22;MRS LOGISTICA S.A.;Conselho Administração;Debêntures;0;0;0
25577;jul/22;CELG DISTRIBUICAO S.A. - CELG D;Conselho Administração;Ações;0;0;0
25577;jul/22;CELG DISTRIBUICAO S.A. - CELG D;Direto;Ações;0;0;0
6041;jul/22;INVESTIMENTOS BEMGE S.A.;Conselho Administração;Ações;0;0;0
6041;jul/22;ITAU UNIBANCO HOLDING S.A.;Conselho Administração;Ações;0;0;0
6041;jul/22;INVESTIMENTOS BEMGE S.A.;Direto;Ações;0;0;0
19186;jul/22;SANEAMENTO DE GOIAS SA;Conselho Administração;Ações;0;0;0
19186;jul/22;SANEAMENTO DE GOIAS SA;Conselho Administração;Ações;0;0;0
19186;jul/22;SANEAMENTO DE GOIAS SA;Direto;Ações;0;0;0
19186;jul/22;SANEAMENTO DE GOIAS SA;Direto;Ações;0;0;0
19186;jul/22;SANEAMENTO DE GOIAS SA;Conselho Fiscal;Ações;0;0;0
19186;jul/22;SANEAMENTO DE GOIAS SA;Conselho Fiscal;Ações;0;0;0
16292;jul/22;BRF S.A.;Órgãos Técnicos ou Consultivos;Ações;0;0;0
16527;jul/22;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho Administração;Ações;0;0;0
16659;jul/22;PORTO SEGURO S.A.;Conselho Fiscal;Ações;0;0;0
26050;jul/22;Unifique Telecomunicações S.A.;Controlador;Ações;0;0;0
26050;jul/22;Unifique Telecomunicações S.A.;Conselho Administração;Ações;0;0;0
26050;jul/22;Unifique Telecomunicações S.A.;Direto;Ações;0;0;0
26050;jul/22;Unifique Telecomunicações S.A.;Direto;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Administração;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Administração;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Direto;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Direto;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Fiscal;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Fiscal;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Órgãos Técnicos ou Consultivos;Ações;0;0;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Órgãos Técnicos ou Consultivos;Ações;0;0;0
17485;jul/22;ELEKTRO REDES S.A.;Conselho Administração;Ações;0;0;0
17485;jul/22;ELEKTRO REDES S.A.;Conselho Administração;Ações;0;0;0
20800;jul/22;TEGMA GESTAO LOGISTICA S.A.;Direto;Ações;0;0;0
24910;jul/22;LOCAWEB SERVIÇOS DE INTERNET S.A.;Conselho Fiscal;Ações;0;0;0
24872;jul/22;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho Administração;Ações;0;0;0
24872;jul/22;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Direto;Ações;0;0;0
17450;jul/22;COSAN LOGISTICA S.A.;Conselho Administração;Ações;0;0;0
17450;jul/22;COSAN LOGISTICA S.A.;Direto;Ações;0;0;0
18660;jul/22;CPFL ENERGIA S.A.;Conselho Fiscal;Ações;0;0;0
17671;jul/22;TELEFÔNICA BRASIL S.A;Conselho Administração;Ações;0;0;0
17671;jul/22;TELEFÔNICA BRASIL S.A;Conselho Fiscal;Ações;0;0;0
25496;jul/22;Jalles Machado S.A.;Órgãos Técnicos ou Consultivos;Ações;0;0;0
18821;jul/22;CCR S.A.;Direto;Debêntures;0;0;0
22454;jul/22;T4F ENTRETENIMENTO S.A.;Conselho Administração;Ações;0;0;0
20575;jul/22;JBS S.A.;Controlador;Derivativos;0;0;0
20575;jul/22;JBS S.A.;Conselho Fiscal;Ações;0;0;0
21431;jul/22;HYPERA S.A.;Controlador;OpçãodeCompra;0;0;0
21431;jul/22;HYPERA S.A.;Controlador;OpçãodeVenda;0;0;0
21431;jul/22;HYPERA S.A.;Órgãos Técnicos ou Consultivos;Ações;0;0;0
20478;jul/22;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Conselho Administração;Outros;0;0;0
20478;jul/22;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Direto;Outros;0;0;0
20478;jul/22;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Direto;Outros;0;0;0
20478;jul/22;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Conselho Fiscal;Outros;0;0;0
18376;jul/22;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Conselho Administração;Ações;0;0;0
18376;jul/22;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Conselho Administração;Ações;0;0;0
18376;jul/22;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Direto;Ações;0;0;0
18376;jul/22;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Conselho Fiscal;Ações;0;0;0
19330;jul/22;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Conselho Fiscal;Ações;0;0;0
19879;jul/22;LIGHT SERVICOS DE ELETRICIDADE S.A.;Direto;Debêntures;0;0;0
14605;jul/22;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Direto;Ações;0;0;0
14605;jul/22;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Direto;Ações;0;0;0
14605;jul/22;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal;Ações;0;0;0
18775;jul/22;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Controlador;Debêntures;0;0;0
18775;jul/22;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Controlador;Debêntures;0;0;0
18775;jul/22;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Controlador;Debêntures;0;0;0
18775;jul/22;Linha Amarela S.A. - LAMSA;Controlador;Debêntures;0;0;0
18775;jul/22;CONC AUTO RAPOSO TAVARES S.A.;Controlador;Debêntures;0;0;0
18775;jul/22;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Controlador;Debêntures;0;0;0
18775;jul/22;Linha Amarela S.A. - LAMSA;Conselho Administração;Debêntures;0;0;0
18775;jul/22;Linha Amarela S.A. - LAMSA;Conselho Fiscal;Debêntures;0;0;0
26093;jul/22;CLEAR SALE S.A.;Órgãos Técnicos ou Consultivos;Ações;0;0;0
18953;jul/22;CPFL GERACAO DE ENERGIA S.A.;Conselho Administração;Ações;0;0;0
22799;jul/22;SINQIA S.A.;Conselho Fiscal;Ações;0;0;0
19275;jul/22;CIA PIRATININGA DE FORCA E LUZ;Conselho Administração;Ações;0;0;0
24945;jul/22;USINA TERMELÉTRICA PAMPA SUL S.A.;Controlador;Debêntures;0;0;0
24945;jul/22;USINA TERMELÉTRICA PAMPA SUL S.A.;Controlador;Debêntures;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Administração;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Administração;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Administração;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Administração;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Direto;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Direto;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Direto;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Direto;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal;Ações;0;0;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal;Ações;0;0;0
922;jul/22;BCO AMAZONIA S.A.;Conselho Administração;Ações;0;0;0
922;jul/22;BCO AMAZONIA S.A.;Direto;Ações;0;0;0
922;jul/22;BCO AMAZONIA S.A.;Conselho Fiscal;Ações;0;0;0
24708;jul/22;Nova Transportadora do Sudeste S.A. - NTS;Conselho Administração;Ações;0;0;0
24708;jul/22;ITAÚSA S.A.;Conselho Administração;Ações;0;0;0
24708;jul/22;Nova Transportadora do Sudeste S.A. - NTS;Direto;Ações;0;0;0
24708;jul/22;ITAÚSA S.A.;Direto;Ações;0;0;0
24708;jul/22;Nova Transportadora do Sudeste S.A. - NTS;Conselho Fiscal;Ações;0;0;0
24708;jul/22;ITAÚSA S.A.;Conselho Fiscal;Ações;0;0;0
26301;jul/22;Unigel Participações S.A.;Conselho Administração;Ações;0;0;0
26301;jul/22;Unigel Participações S.A.;Direto;Ações;0;0;0
26387;jul/22;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Conselho Administração;Ações;0;0;0
26387;jul/22;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Direto;Ações;0;0;0
25895;jul/22;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Conselho Administração;Ações;0;0;0
25895;jul/22;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Direto;Ações;0;0;0
19569;jul/22;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho Administração;Ações;0;0;0
19569;jul/22;GOL LINHAS AEREAS INTELIGENTES S.A.;Conselho Administração;Outros;0;0;0
